t,manoeuvre,distance,aspect angle,pitch,ideal pitch,roll,heading,ideal heading,angle of attack,sideslip angle,yoke pitch ratio,yoke roll ratio,throttle ratio,kias,stall warning,has crashed,Δt,pitch dev,heading dev,d rate,in front of or behind enemy plane,pitch dev grade,heading dev grade
12.92,enemy aircraft turning right,505.51712025964184 metres,14.96,-0.98,6.51,-19.84,0.18,88.93,2.82,0.07,0.43,0.78,0.5,90.69,0,0,0.1,-7.48,-88.75,41.66,behind,might lose sight of enemy,lost sight of enemy
13.02,enemy aircraft turning right,509.8447387299575 metres,15.28,-0.09,6.44,-18.13,359.6,89.64,3.77,0.06,0.62,0.75,0.5,90.72,0,0,0.1,-6.52,-90.04,43.17,behind,might lose sight of enemy,lost sight of enemy
13.12,enemy aircraft turning right,514.4366279540798 metres,15.61,1.98,6.36,-15.99,358.69,90.37,5.7,-0.06,0.82,0.29,0.5,90.73,0,0,0.11,-4.38,-91.68,43.39,behind,might lose sight of enemy,lost sight of enemy
13.22,enemy aircraft turning right,519.1606682280831 metres,15.94,5.29,6.28,-14.95,357.46,91.1,8.54,-0.21,1.0,0.04,0.5,90.72,0,0,0.1,-0.99,-93.65,45.97,behind,good,lost sight of enemy
13.33,enemy aircraft turning right,523.8958555649934 metres,16.25,9.36,6.18,-14.78,356.05,91.81,11.64,-0.31,1.0,0.04,0.5,90.63,0,0,0.11,3.17,-95.76,44.54,behind,might lose sight of enemy,lost sight of enemy
13.43,enemy aircraft turning right,528.9158886368853 metres,16.57,13.76,6.07,-14.98,354.55,92.54,14.59,-0.34,1.0,0.04,0.5,90.44,1,0,0.1,7.7,-97.99,49.62,behind,might lose sight of enemy,lost sight of enemy
13.54,enemy aircraft turning right,534.3484166384014 metres,16.88,17.91,5.92,-15.68,353.06,93.29,17.22,-0.24,1.0,0.02,0.5,90.06,1,0,0.11,11.98,-100.23,49.07,behind,lost sight of enemy,lost sight of enemy
13.65,enemy aircraft turning right,539.8531598188603 metres,17.19,20.6,5.77,-18.57,351.73,94.03,18.88,0.42,0.79,0.05,0.5,89.48,1,0,0.11,14.84,-102.3,49.79,behind,lost sight of enemy,lost sight of enemy
13.76,enemy aircraft turning right,545.2780543085221 metres,17.48,21.37,5.6,-26.0,350.25,94.73,18.89,2.08,1.0,1.0,0.5,88.75,1,0,0.11,15.76,-104.47,51.07,behind,lost sight of enemy,lost sight of enemy
13.87,enemy aircraft turning right,550.9543517017663 metres,17.77,21.06,5.42,-36.2,348.45,95.43,17.83,4.06,1.0,1.0,0.5,87.89,1,0,0.11,15.64,-106.98,52.6,behind,lost sight of enemy,lost sight of enemy
13.97,enemy aircraft turning right,556.6180210246703 metres,18.05,20.18,5.24,-47.05,346.44,96.09,16.39,5.76,1.0,0.66,0.5,87.01,1,0,0.1,14.93,-109.64,54.22,behind,lost sight of enemy,lost sight of enemy
14.08,enemy aircraft turning right,562.5247135383863 metres,18.35,18.8,5.06,-58.59,344.16,96.75,14.93,7.11,1.0,0.29,0.5,86.14,1,0,0.11,13.74,-112.58,55.25,behind,lost sight of enemy,lost sight of enemy
14.19,enemy aircraft turning right,568.8499493643158 metres,18.66,16.82,4.87,-71.42,341.53,97.41,13.48,8.18,1.0,-0.37,0.5,85.27,1,0,0.11,11.95,-115.88,56.37,behind,lost sight of enemy,lost sight of enemy
14.3,enemy aircraft turning right,575.3915277665955 metres,18.98,14.19,4.68,-84.94,338.52,98.07,12.39,8.91,1.0,-0.38,0.5,84.48,1,0,0.11,9.52,-119.55,59.38,behind,lost sight of enemy,lost sight of enemy
14.42,enemy aircraft finished manoeuvre,582.4752408065066 metres,19.32,10.72,4.49,-98.24,335.01,98.74,11.99,9.3,1.0,-0.15,0.5,83.72,1,0,0.12,6.23,-123.73,61.57,behind,might lose sight of enemy,lost sight of enemy
14.53,enemy aircraft finished manoeuvre,589.9139899304282 metres,19.67,6.43,4.31,-109.52,331.44,99.4,12.49,9.4,0.82,0.97,0.5,83.02,1,0,0.12,2.12,-127.96,63.05,behind,good,lost sight of enemy
14.63,enemy aircraft finished manoeuvre,596.5470510622494 metres,19.96,2.22,4.17,-117.25,328.74,99.96,13.3,9.23,0.98,1.0,0.5,82.44,1,0,0.1,-1.96,-131.22,66.29,behind,good,lost sight of enemy
14.73,enemy aircraft finished manoeuvre,603.3145264602422 metres,20.24,-2.39,4.04,-124.0,326.4,100.5,14.26,8.98,1.0,1.0,0.5,81.88,1,0,0.1,-6.43,-134.1,66.87,behind,might lose sight of enemy,lost sight of enemy
14.84,enemy aircraft finished manoeuvre,610.3781035109703 metres,20.53,-7.4,3.93,-130.82,324.61,101.04,15.09,8.72,1.0,1.0,0.5,81.31,1,0,0.11,-11.33,-136.43,66.8,behind,lost sight of enemy,lost sight of enemy
14.94,enemy aircraft finished manoeuvre,617.6872664995471 metres,20.83,-12.67,3.83,-137.9,323.56,101.56,15.65,8.39,1.0,1.0,0.5,80.73,1,0,0.1,-16.5,-138.01,72.47,behind,lost sight of enemy,lost sight of enemy
15.05,enemy aircraft finished manoeuvre,625.4382088377528 metres,21.14,-18.22,3.75,-145.7,323.42,102.1,15.97,7.91,1.0,1.0,0.5,80.12,1,0,0.11,-21.97,-138.68,71.0,behind,lost sight of enemy,lost sight of enemy
15.16,enemy aircraft finished manoeuvre,633.5687785360299 metres,21.47,-23.83,3.69,-154.36,324.37,102.63,16.08,7.21,1.0,1.0,0.5,79.5,1,0,0.11,-27.52,-138.25,72.77,behind,lost sight of enemy,lost sight of enemy
15.28,enemy aircraft finished manoeuvre,641.9520696151859 metres,21.8,-29.21,3.65,-164.07,326.53,103.15,16.06,6.33,1.0,1.0,0.5,78.9,1,0,0.11,-32.86,-136.62,74.18,behind,lost sight of enemy,lost sight of enemy
15.39,enemy aircraft finished manoeuvre,650.1684393216369 metres,22.13,-33.97,3.64,-174.3,329.75,103.64,16.04,5.3,1.0,1.0,0.5,78.37,1,0,0.11,-37.6,-133.88,73.3,behind,lost sight of enemy,lost sight of enemy
15.5,enemy aircraft finished manoeuvre,658.5152943736381 metres,22.45,-38.19,3.64,174.64,334.15,104.12,16.19,4.11,1.0,1.0,0.5,77.91,1,0,0.11,-41.83,-129.97,76.38,behind,lost sight of enemy,lost sight of enemy
15.6,enemy aircraft finished manoeuvre,666.1792764479229 metres,22.74,-41.29,3.67,163.4,339.16,104.55,16.47,3.06,1.0,1.0,0.5,77.55,1,0,0.1,-44.96,-125.39,74.54,behind,lost sight of enemy,lost sight of enemy
15.7,enemy aircraft finished manoeuvre,673.9879071635992 metres,23.02,-43.34,3.72,150.64,344.98,104.98,16.65,2.15,0.86,1.0,0.5,77.24,1,0,0.1,-47.06,-120.0,74.62,behind,lost sight of enemy,lost sight of enemy
15.81,enemy aircraft finished manoeuvre,681.5082637090736 metres,23.29,-44.02,3.78,137.84,350.65,105.39,16.45,1.36,0.33,1.0,0.5,77.0,1,0,0.1,-47.8,-114.73,72.93,behind,lost sight of enemy,lost sight of enemy
15.91,enemy aircraft finished manoeuvre,688.9835615942706 metres,23.54,-42.86,3.86,126.05,354.5,105.8,14.51,0.53,-0.5,-0.06,0.5,76.83,1,0,0.1,-46.72,-111.29,73.71,behind,lost sight of enemy,lost sight of enemy
16.01,enemy aircraft finished manoeuvre,696.2312441285717 metres,23.78,-40.5,3.95,116.22,355.49,106.19,11.06,-0.52,-0.47,-0.19,0.5,76.77,1,0,0.1,-44.45,-110.7,70.26,behind,lost sight of enemy,lost sight of enemy
16.11,enemy aircraft finished manoeuvre,703.3898379838217 metres,24.01,-38.19,4.06,111.47,354.36,106.59,6.88,-2.14,-0.44,-0.29,0.5,76.88,0,0,0.1,-42.25,-112.23,70.19,behind,lost sight of enemy,lost sight of enemy
16.23,enemy aircraft finished manoeuvre,711.6109104517286 metres,24.24,-35.84,4.19,109.84,351.54,107.05,2.05,-4.11,-0.49,-0.26,0.5,77.27,0,0,0.12,-40.03,-115.51,69.29,behind,lost sight of enemy,lost sight of enemy
16.34,enemy aircraft finished manoeuvre,718.5618057858111 metres,24.42,-34.22,4.31,109.52,348.61,107.43,-1.63,-5.47,-0.59,-0.24,0.5,77.77,0,0,0.1,-38.53,-118.83,67.37,behind,lost sight of enemy,lost sight of enemy
16.44,enemy aircraft finished manoeuvre,725.7296996412326 metres,24.59,-33.02,4.44,109.44,345.32,107.83,-4.89,-6.43,-0.9,-0.56,0.5,78.42,0,0,0.1,-37.47,-122.51,69.74,behind,lost sight of enemy,lost sight of enemy
16.54,enemy aircraft finished manoeuvre,732.8586008944184 metres,24.73,-32.29,4.58,108.87,341.6,108.21,-7.77,-7.0,-1.0,-0.62,0.5,79.11,0,0,0.1,-36.86,-126.61,68.63,behind,lost sight of enemy,lost sight of enemy
16.65,enemy aircraft finished manoeuvre,740.154486446782 metres,24.86,-32.0,4.71,108.17,337.52,108.6,-10.27,-7.24,-1.0,-0.78,0.5,79.82,0,0,0.1,-36.71,-131.08,70.01,behind,lost sight of enemy,lost sight of enemy
16.75,enemy aircraft finished manoeuvre,747.477252302193 metres,24.97,-32.23,4.84,107.26,333.52,108.97,-12.1,-7.21,-1.0,-0.79,0.5,80.48,0,0,0.1,-37.07,-135.45,71.84,behind,lost sight of enemy,lost sight of enemy
16.85,enemy aircraft finished manoeuvre,754.9391753251833 metres,25.06,-32.97,4.98,106.19,329.76,109.33,-13.28,-6.9,-1.0,-0.71,0.5,81.09,0,0,0.1,-37.94,-139.57,72.26,behind,lost sight of enemy,lost sight of enemy
16.95,enemy aircraft finished manoeuvre,762.6055180772929 metres,25.14,-34.29,5.11,104.82,326.73,109.69,-13.48,-6.31,-0.42,-0.69,0.5,81.65,0,0,0.1,-39.41,-142.95,74.85,behind,lost sight of enemy,lost sight of enemy
17.06,enemy aircraft finished manoeuvre,770.714837074587 metres,25.21,-36.35,5.25,102.66,325.09,110.04,-12.42,-5.38,-0.33,-0.69,0.5,82.22,0,0,0.11,-41.61,-144.95,75.64,behind,lost sight of enemy,lost sight of enemy
17.17,enemy aircraft finished manoeuvre,779.2295879455733 metres,25.27,-38.99,5.4,99.73,324.78,110.39,-10.55,-4.08,-0.32,-0.59,0.5,82.83,0,0,0.11,-44.39,-145.61,77.98,behind,lost sight of enemy,lost sight of enemy
17.28,enemy aircraft finished manoeuvre,788.1824447694413 metres,25.33,-41.96,5.55,96.29,326.13,110.74,-7.9,-2.46,0.5,-0.26,0.5,83.58,0,0,0.11,-47.52,-144.61,80.11,behind,lost sight of enemy,lost sight of enemy
17.39,enemy aircraft finished manoeuvre,797.2052293620638 metres,25.38,-44.78,5.71,91.11,331.28,111.08,-3.35,-0.84,1.0,-0.23,0.5,84.47,0,0,0.11,-50.49,-139.8,83.57,behind,lost sight of enemy,lost sight of enemy
17.5,enemy aircraft finished manoeuvre,806.1872710520911 metres,25.43,-46.64,5.87,83.26,340.59,111.4,2.59,0.55,1.0,-0.22,0.5,85.51,0,0,0.11,-52.51,-130.81,82.7,behind,lost sight of enemy,lost sight of enemy
17.6,enemy aircraft finished manoeuvre,814.5460333336301 metres,25.46,-46.92,6.02,74.38,351.64,111.71,8.4,1.62,1.0,-0.21,0.5,86.58,0,0,0.1,-52.94,-120.07,81.45,behind,lost sight of enemy,lost sight of enemy
17.71,enemy aircraft finished manoeuvre,822.7566589502908 metres,25.48,-45.7,6.18,65.68,2.68,112.02,13.46,2.46,1.0,-0.89,0.5,87.62,1,0,0.1,-51.87,-109.35,79.27,behind,lost sight of enemy,lost sight of enemy
17.81,enemy aircraft finished manoeuvre,830.8194955907303 metres,25.49,-43.48,6.34,57.51,11.94,112.35,17.29,3.32,1.0,-1.0,0.5,88.53,1,0,0.11,-49.81,-100.41,76.56,behind,lost sight of enemy,lost sight of enemy
17.91,enemy aircraft finished manoeuvre,838.6751531105002 metres,25.48,-41.35,6.49,51.59,18.33,112.68,19.98,4.09,1.0,-1.0,0.5,89.21,1,0,0.1,-47.84,-94.35,77.09,behind,lost sight of enemy,lost sight of enemy
18.01,enemy aircraft finished manoeuvre,846.2454913255871 metres,25.47,-40.24,6.65,47.82,21.43,113.01,20.56,4.66,1.0,-0.45,0.5,89.62,1,0,0.1,-46.89,-91.58,75.03,behind,lost sight of enemy,lost sight of enemy
18.12,enemy aircraft finished manoeuvre,850.6749159718764 metres,25.45,-39.96,6.74,44.95,21.86,113.2,19.69,5.2,1.0,-0.45,0.5,89.76,1,0,0.1,-46.7,-91.34,43.11,behind,lost sight of enemy,lost sight of enemy
18.22,enemy aircraft finished manoeuvre,862.8844655606273 metres,25.39,-38.86,6.99,26.88,19.51,113.77,14.33,7.76,1.0,-0.4,0.5,90.01,1,0,0.1,-45.84,-94.26,121.94,behind,lost sight of enemy,lost sight of enemy
18.32,enemy aircraft finished manoeuvre,870.1747585277806 metres,25.34,-37.36,7.13,13.88,17.29,114.11,11.7,8.35,1.0,-0.4,0.5,90.24,1,0,0.1,-44.5,-96.82,71.5,behind,lost sight of enemy,lost sight of enemy
18.42,enemy aircraft finished manoeuvre,877.5780183310892 metres,25.27,-34.87,7.28,3.17,14.97,114.47,10.68,8.1,1.0,-0.4,0.5,90.6,0,0,0.1,-42.15,-99.5,71.79,behind,lost sight of enemy,lost sight of enemy
18.53,enemy aircraft finished manoeuvre,885.1206797764196 metres,25.18,-31.4,7.41,-2.85,12.71,114.84,11.31,7.34,1.0,-0.26,0.5,91.1,1,0,0.11,-38.81,-102.13,71.15,behind,lost sight of enemy,lost sight of enemy
18.63,enemy aircraft finished manoeuvre,893.2126241534584 metres,25.07,-26.93,7.55,-4.55,10.31,115.23,13.08,6.01,1.0,-0.13,0.5,91.73,1,0,0.1,-34.48,-104.92,77.51,behind,lost sight of enemy,lost sight of enemy
18.74,enemy aircraft finished manoeuvre,900.6008436884372 metres,24.94,-22.75,7.65,-4.17,8.04,115.6,14.86,4.37,1.0,-0.12,0.5,92.33,1,0,0.11,-30.4,-107.56,68.7,behind,lost sight of enemy,lost sight of enemy
18.85,enemy aircraft finished manoeuvre,908.7697878603841 metres,24.78,-18.76,7.75,-4.7,5.49,116.01,16.24,2.72,1.0,-0.1,0.5,92.95,1,0,0.11,-26.51,-110.52,74.9,behind,lost sight of enemy,lost sight of enemy
18.96,enemy aircraft finished manoeuvre,916.9718816451722 metres,24.59,-15.81,7.82,-9.48,2.85,116.41,17.01,2.27,1.0,-0.1,0.5,93.49,1,0,0.11,-23.64,-113.57,75.84,behind,lost sight of enemy,lost sight of enemy
19.06,enemy aircraft finished manoeuvre,925.1838414379133 metres,24.39,-14.14,7.89,-21.25,359.59,116.81,17.02,3.6,1.0,-0.1,0.5,93.95,1,0,0.11,-22.02,-117.22,76.27,behind,lost sight of enemy,lost sight of enemy
19.17,enemy aircraft finished manoeuvre,933.9156426516112 metres,24.16,-13.72,7.94,-36.88,355.62,117.23,16.09,5.59,1.0,-0.1,0.5,94.34,1,0,0.11,-21.66,-121.6,79.39,behind,lost sight of enemy,lost sight of enemy
19.29,enemy aircraft finished manoeuvre,943.3204001975638 metres,23.91,-14.43,7.99,-53.06,350.99,117.65,14.82,7.13,1.0,0.37,0.5,94.69,1,0,0.11,-22.42,-126.66,82.42,behind,lost sight of enemy,lost sight of enemy
19.4,enemy aircraft finished manoeuvre,952.0326171253432 metres,23.68,-15.65,8.02,-64.49,346.41,118.02,14.35,7.64,0.77,1.0,0.5,94.99,1,0,0.11,-23.67,-131.61,81.54,behind,lost sight of enemy,lost sight of enemy
19.51,enemy aircraft finished manoeuvre,962.2888555717763 metres,23.42,-17.9,8.06,-74.2,341.71,118.42,13.74,7.43,1.0,0.69,0.5,95.3,1,0,0.12,-25.96,-136.72,88.28,behind,lost sight of enemy,lost sight of enemy
19.61,enemy aircraft finished manoeuvre,971.2100090158776 metres,23.19,-20.24,8.09,-81.57,337.59,118.75,13.65,7.09,1.0,0.33,0.5,95.58,1,0,0.1,-28.33,-141.16,88.13,behind,lost sight of enemy,lost sight of enemy
19.71,enemy aircraft finished manoeuvre,980.6456270358273 metres,22.97,-23.06,8.12,-89.38,333.2,119.07,13.82,6.93,0.35,0.46,0.5,95.86,1,0,0.1,-31.18,-145.87,92.49,behind,lost sight of enemy,lost sight of enemy
19.82,enemy aircraft finished manoeuvre,990.4828530382313 metres,22.74,-26.38,8.16,-98.12,330.43,119.37,12.61,6.76,0.25,0.7,0.5,96.16,1,0,0.1,-34.54,-148.95,93.98,behind,lost sight of enemy,lost sight of enemy
19.92,enemy aircraft finished manoeuvre,1000.613737255029 metres,22.53,-29.51,8.2,-103.74,329.47,119.66,10.32,5.74,-0.06,0.85,0.5,96.5,1,0,0.11,-37.71,-150.19,95.97,behind,lost sight of enemy,lost sight of enemy
20.03,enemy aircraft finished manoeuvre,1011.0119981159405 metres,22.32,-32.06,8.25,-104.32,330.38,119.93,7.26,3.77,-0.14,0.76,0.5,96.95,0,0,0.1,-40.31,-149.54,99.11,behind,lost sight of enemy,lost sight of enemy
20.13,enemy aircraft finished manoeuvre,1021.2207855952059 metres,22.14,-34.19,8.31,-103.39,332.37,120.17,4.09,1.8,-0.08,0.65,0.5,97.52,0,0,0.1,-42.5,-147.79,99.71,behind,lost sight of enemy,lost sight of enemy
20.23,enemy aircraft finished manoeuvre,1031.7185991197052 metres,21.96,-36.05,8.37,-102.12,334.44,120.39,1.36,0.25,-0.08,0.63,0.5,98.25,0,0,0.1,-44.42,-145.95,102.96,behind,lost sight of enemy,lost sight of enemy
20.33,enemy aircraft finished manoeuvre,1041.9819300849042 metres,21.78,-37.5,8.44,-100.27,335.89,120.61,-0.5,-0.67,-0.06,0.75,0.5,99.07,0,0,0.1,-45.94,-144.71,101.63,behind,lost sight of enemy,lost sight of enemy
20.44,enemy aircraft finished manoeuvre,1052.5610420107246 metres,21.61,-38.56,8.51,-97.17,336.49,120.81,-1.53,-0.96,-0.06,0.81,0.5,100.0,0,0,0.1,-47.07,-144.33,104.04,behind,lost sight of enemy,lost sight of enemy
20.54,enemy aircraft finished manoeuvre,1063.126675783333 metres,21.45,-39.2,8.59,-93.14,336.18,121.01,-1.8,-0.72,-0.06,0.81,0.5,100.96,0,0,0.1,-47.79,-144.84,103.38,behind,lost sight of enemy,lost sight of enemy
20.64,enemy aircraft finished manoeuvre,1073.6870566846576 metres,21.29,-39.53,8.67,-88.48,335.16,121.21,-1.52,-0.22,-0.06,0.81,0.5,101.94,0,0,0.1,-48.2,-146.05,104.99,behind,lost sight of enemy,lost sight of enemy
20.74,enemy aircraft finished manoeuvre,1084.5263419406929 metres,21.13,-39.64,8.76,-83.27,333.64,121.4,-0.9,0.34,-0.06,0.87,0.5,102.96,0,0,0.1,-48.4,-147.75,104.01,behind,lost sight of enemy,lost sight of enemy
20.84,enemy aircraft finished manoeuvre,1095.165934923656 metres,20.97,-39.61,8.85,-77.45,331.85,121.57,-0.1,0.81,-0.04,1.0,0.5,103.96,0,0,0.1,-48.46,-149.72,106.32,behind,lost sight of enemy,lost sight of enemy
20.95,enemy aircraft finished manoeuvre,1106.2537586166827 metres,20.82,-39.47,8.94,-70.97,329.83,121.75,0.76,1.11,-0.04,1.0,0.5,104.98,0,0,0.1,-48.41,-151.92,106.58,behind,lost sight of enemy,lost sight of enemy
21.05,enemy aircraft finished manoeuvre,1117.5685186467563 metres,20.66,-39.26,9.04,-64.35,327.78,121.92,1.51,1.18,-0.01,1.0,0.5,106.02,0,0,0.1,-48.3,-154.14,108.98,behind,lost sight of enemy,lost sight of enemy
21.16,enemy aircraft finished manoeuvre,1128.978940344471 metres,20.5,-39.0,9.14,-57.79,325.78,122.08,2.11,1.07,0.0,1.0,0.5,107.03,0,0,0.11,-48.13,-156.29,107.01,behind,lost sight of enemy,lost sight of enemy
21.27,enemy aircraft finished manoeuvre,1141.1413022775191 metres,20.34,-38.63,9.24,-51.03,323.79,122.24,2.58,0.81,0.04,1.0,0.5,108.08,0,0,0.11,-47.86,-158.44,109.73,behind,lost sight of enemy,lost sight of enemy
21.38,enemy aircraft finished manoeuvre,1153.413068275266 metres,20.17,-38.1,9.34,-44.42,321.92,122.38,2.94,0.48,0.04,1.0,0.5,109.11,0,0,0.11,-47.43,-160.46,112.8,behind,lost sight of enemy,lost sight of enemy
21.49,enemy aircraft finished manoeuvre,1166.1289135901386 metres,20.0,-37.4,9.43,-37.86,320.24,122.53,3.18,0.14,0.04,1.0,0.5,110.13,0,0,0.11,-46.84,-162.29,111.98,behind,lost sight of enemy,lost sight of enemy
21.6,enemy aircraft finished manoeuvre,1178.8313289354815 metres,19.83,-36.58,9.53,-31.61,318.89,122.66,3.28,-0.14,0.04,1.0,0.5,111.11,0,0,0.11,-46.11,-163.77,118.55,behind,lost sight of enemy,lost sight of enemy
21.7,enemy aircraft finished manoeuvre,1190.605335523905 metres,19.66,-35.73,9.61,-26.06,317.96,122.78,3.3,-0.31,0.04,1.0,0.5,111.99,0,0,0.1,-45.34,-164.82,115.0,behind,lost sight of enemy,lost sight of enemy
21.8,enemy aircraft finished manoeuvre,1202.6501882110733 metres,19.49,-34.77,9.69,-20.58,317.29,122.89,3.32,-0.41,0.05,1.0,0.5,112.86,0,0,0.1,-44.45,-165.6,119.53,behind,lost sight of enemy,lost sight of enemy
21.9,enemy aircraft finished manoeuvre,1214.634511544588 metres,19.32,-33.72,9.76,-15.3,316.89,122.99,3.34,-0.44,0.05,1.0,0.5,113.7,0,0,0.1,-43.48,-166.1,117.61,behind,lost sight of enemy,lost sight of enemy
22.01,enemy aircraft finished manoeuvre,1226.9066594606563 metres,19.14,-32.6,9.83,-10.05,316.74,123.09,3.39,-0.42,0.05,1.0,0.5,114.52,0,0,0.1,-42.42,-166.36,120.87,behind,lost sight of enemy,lost sight of enemy
22.11,enemy aircraft finished manoeuvre,1239.2702480506725 metres,18.95,-31.45,9.89,-4.89,316.82,123.19,3.43,-0.37,0.05,1.0,0.5,115.33,0,0,0.1,-41.34,-166.38,120.25,behind,lost sight of enemy,lost sight of enemy
22.21,enemy aircraft finished manoeuvre,1251.706270118287 metres,18.76,-30.32,9.95,0.2,317.1,123.29,3.47,-0.31,0.05,1.0,0.5,116.11,0,0,0.1,-40.27,-166.19,122.23,behind,lost sight of enemy,lost sight of enemy
22.31,enemy aircraft finished manoeuvre,1264.332807144757 metres,18.56,-29.21,10.0,5.27,317.57,123.39,3.5,-0.26,0.05,1.0,0.5,116.88,0,0,0.1,-39.22,-165.82,122.12,behind,lost sight of enemy,lost sight of enemy
22.42,enemy aircraft finished manoeuvre,1277.1846466061227 metres,18.35,-28.15,10.05,10.36,318.2,123.49,3.51,-0.23,0.05,1.0,0.5,117.63,0,0,0.1,-38.2,-165.28,123.53,behind,lost sight of enemy,lost sight of enemy
22.52,enemy aircraft finished manoeuvre,1290.5796942013294 metres,18.13,-26.93,10.1,15.44,319.05,123.59,3.72,-0.22,0.26,0.74,0.5,118.38,0,0,0.11,-37.02,-164.54,124.66,behind,lost sight of enemy,lost sight of enemy
22.63,enemy aircraft finished manoeuvre,1303.918156371864 metres,17.9,-24.73,10.13,18.86,320.28,123.7,4.92,-0.3,0.6,0.29,0.5,119.09,0,0,0.1,-34.87,-163.42,127.69,behind,lost sight of enemy,lost sight of enemy
22.74,enemy aircraft finished manoeuvre,1317.2528573781422 metres,17.67,-21.03,10.17,20.1,322.05,123.8,7.31,-0.43,0.73,0.17,0.5,119.76,0,0,0.11,-31.2,-161.76,124.74,behind,lost sight of enemy,lost sight of enemy
22.84,enemy aircraft finished manoeuvre,1330.9223370960794 metres,17.42,-16.33,10.19,20.84,324.21,123.92,10.09,-0.6,0.73,0.29,0.5,120.36,0,0,0.11,-26.52,-159.71,128.23,behind,lost sight of enemy,lost sight of enemy
22.95,enemy aircraft finished manoeuvre,1344.8103120117214 metres,17.16,-11.86,10.2,22.13,326.32,124.04,11.97,-0.93,0.47,0.45,0.5,120.82,1,0,0.11,-22.06,-157.72,126.83,behind,lost sight of enemy,lost sight of enemy
23.06,enemy aircraft finished manoeuvre,1358.6324878603584 metres,16.87,-9.74,10.19,23.71,327.49,124.17,10.98,-1.32,-0.2,-0.11,0.5,121.11,1,0,0.11,-19.93,-156.68,128.05,behind,lost sight of enemy,lost sight of enemy
23.16,enemy aircraft finished manoeuvre,1372.1421964600559 metres,16.58,-10.32,10.17,22.2,327.47,124.3,7.84,-1.17,0.07,-0.89,0.5,121.31,0,0,0.1,-20.5,-156.83,128.84,behind,lost sight of enemy,lost sight of enemy
23.27,enemy aircraft finished manoeuvre,1385.8864884298634 metres,16.27,-11.32,10.15,18.21,327.37,124.45,5.16,-0.76,0.17,-0.66,0.5,121.52,0,0,0.11,-21.46,-157.08,124.83,behind,lost sight of enemy,lost sight of enemy
23.39,enemy aircraft finished manoeuvre,1400.5278747736932 metres,15.94,-11.59,10.11,13.99,327.64,124.6,3.69,-0.38,0.17,-0.65,0.5,121.8,0,0,0.12,-21.7,-156.96,126.86,behind,lost sight of enemy,lost sight of enemy
23.51,enemy aircraft finished manoeuvre,1414.925023202935 metres,15.61,-10.9,10.07,9.91,328.1,124.75,3.39,-0.04,0.17,-0.65,0.5,122.12,0,0,0.11,-20.97,-156.65,125.4,behind,lost sight of enemy,lost sight of enemy
23.62,enemy aircraft finished manoeuvre,1430.109549476553 metres,15.25,-9.51,10.02,5.73,328.54,124.91,3.63,0.28,0.06,-0.62,0.5,122.49,0,0,0.11,-19.54,-156.37,132.26,behind,lost sight of enemy,lost sight of enemy
23.72,enemy aircraft finished manoeuvre,1443.4848660079142 metres,14.94,-8.42,9.98,2.31,328.73,125.05,3.59,0.49,-0.02,-0.53,0.5,122.81,0,0,0.1,-18.4,-156.32,128.12,behind,lost sight of enemy,lost sight of enemy
23.83,enemy aircraft finished manoeuvre,1456.5432570523308 metres,14.63,-7.78,9.93,-0.66,328.73,125.18,3.15,0.59,-0.03,-0.49,0.5,123.11,0,0,0.1,-17.71,-156.45,126.52,behind,lost sight of enemy,lost sight of enemy
23.93,enemy aircraft finished manoeuvre,1469.5753487621507 metres,14.31,-7.21,9.88,-3.42,328.57,125.32,2.82,0.57,0.12,-0.46,0.5,123.4,0,0,0.1,-17.09,-156.74,128.86,behind,lost sight of enemy,lost sight of enemy
24.03,enemy aircraft finished manoeuvre,1482.9050145095357 metres,13.99,-6.11,9.82,-6.15,328.24,125.45,3.05,0.5,0.16,-0.45,0.5,123.67,0,0,0.1,-15.94,-157.21,128.54,behind,lost sight of enemy,lost sight of enemy
